Price,Close,High,Low,Open,Volume
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI
Datetime,,,,,
2026-03-10 06:46:00+00:00,24185.94921875,24189.44921875,24173.900390625,24176.69921875,0
2026-03-10 06:47:00+00:00,24183.099609375,24185.44921875,24172.94921875,24185.150390625,0
2026-03-10 06:48:00+00:00,24182.80078125,24188.5,24182.5,24183.19921875,0
2026-03-10 06:49:00+00:00,24184.5,24187.400390625,24176.099609375,24182.599609375,0
2026-03-10 06:50:00+00:00,24178.75,24186.650390625,24178.75,24184.400390625,0
2026-03-10 06:51:00+00:00,24172.25,24180.69921875,24171.900390625,24178.80078125,0
2026-03-10 06:52:00+00:00,24144.400390625,24173.94921875,24144.400390625,24171.94921875,0
2026-03-10 06:53:00+00:00,24153.94921875,24160.650390625,24143.05078125,24144.849609375,0
2026-03-10 06:54:00+00:00,24152.0,24154.05078125,24144.900390625,24154.05078125,0
2026-03-10 06:55:00+00:00,24166.05078125,24166.05078125,24149.75,24152.0,0
2026-03-10 06:56:00+00:00,24157.05078125,24166.05078125,24156.44921875,24166.05078125,0
2026-03-10 06:57:00+00:00,24153.599609375,24156.5,24151.150390625,24154.25,0
2026-03-10 06:58:00+00:00,24151.80078125,24156.849609375,24147.599609375,24153.94921875,0
2026-03-10 06:59:00+00:00,24162.650390625,24165.25,24151.349609375,24152.349609375,0
2026-03-10 07:00:00+00:00,24159.30078125,24163.55078125,24153.150390625,24163.30078125,0
2026-03-10 07:01:00+00:00,24163.55078125,24165.80078125,24158.150390625,24159.849609375,0
2026-03-10 07:02:00+00:00,24161.650390625,24163.94921875,24156.75,24163.349609375,0
2026-03-10 07:03:00+00:00,24159.099609375,24165.900390625,24157.0,24161.19921875,0
2026-03-10 07:04:00+00:00,24160.900390625,24165.0,24158.19921875,24159.75,0
2026-03-10 07:05:00+00:00,24187.05078125,24189.5,24156.5,24160.0,0
2026-03-10 07:06:00+00:00,24179.400390625,24191.5,24179.400390625,24187.05078125,0
2026-03-10 07:07:00+00:00,24161.400390625,24180.650390625,24160.349609375,24180.650390625,0
2026-03-10 07:08:00+00:00,24162.599609375,24168.599609375,24160.25,24161.650390625,0
2026-03-10 07:09:00+00:00,24157.0,24164.75,24157.0,24161.900390625,0
2026-03-10 07:10:00+00:00,24159.44921875,24161.75,24155.099609375,24156.650390625,0
2026-03-10 07:11:00+00:00,24160.05078125,24163.349609375,24155.099609375,24160.599609375,0
2026-03-10 07:12:00+00:00,24155.400390625,24163.0,24153.0,24160.849609375,0
2026-03-10 07:13:00+00:00,24145.849609375,24156.44921875,24145.849609375,24156.44921875,0
2026-03-10 07:14:00+00:00,24147.05078125,24150.650390625,24142.44921875,24146.5,0
2026-03-10 07:15:00+00:00,24159.69921875,24159.69921875,24142.75,24147.599609375,0
2026-03-10 07:16:00+00:00,24170.30078125,24172.69921875,24160.150390625,24160.150390625,0
2026-03-10 07:17:00+00:00,24171.30078125,24172.349609375,24167.349609375,24171.05078125,0
2026-03-10 07:18:00+00:00,24173.900390625,24177.30078125,24171.650390625,24171.650390625,0
2026-03-10 07:19:00+00:00,24184.5,24184.5,24172.25,24174.400390625,0
2026-03-10 07:20:00+00:00,24194.25,24195.099609375,24181.900390625,24184.44921875,0
2026-03-10 07:21:00+00:00,24194.400390625,24199.55078125,24194.25,24194.44921875,0
2026-03-10 07:22:00+00:00,24195.900390625,24195.900390625,24191.650390625,24194.599609375,0
2026-03-10 07:23:00+00:00,24196.30078125,24197.900390625,24183.349609375,24196.099609375,0
2026-03-10 07:24:00+00:00,24218.400390625,24220.05078125,24195.599609375,24196.0,0
2026-03-10 07:25:00+00:00,24222.849609375,24224.75,24209.400390625,24218.55078125,0
2026-03-10 07:26:00+00:00,24228.30078125,24231.349609375,24223.55078125,24225.05078125,0
2026-03-10 07:27:00+00:00,24223.69921875,24231.0,24223.69921875,24228.5,0
2026-03-10 07:28:00+00:00,24219.599609375,24227.25,24219.150390625,24224.69921875,0
2026-03-10 07:29:00+00:00,24219.150390625,24220.349609375,24211.55078125,24219.599609375,0
2026-03-10 07:30:00+00:00,24216.150390625,24222.5,24215.19921875,24219.400390625,0
2026-03-10 07:31:00+00:00,24235.19921875,24235.19921875,24235.19921875,24235.19921875,0
